CompName,StartDateTime,EndDateTime,ElapsedTime,Model,TSID,TSName,OSDResults,FailureReason,SlowSite,USMTBackup,USMTRestore
PC0001,10/2/2018 10:04,10/2/2018 10:22,18.52,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,Redirect content to Nomad Cache (Images). ,TRUE,FALSE,FALSE
PC0002,10/2/2018 10:06,10/2/2018 10:23,17.22,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,Redirect content to Nomad Cache (Images). ,TRUE,FALSE,FALSE
PC0003,10/2/2018 10:09,10/2/2018 10:26,16.57,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,Redirect content to Nomad Cache (Images). ,TRUE,FALSE,FALSE
PC0004,10/2/2018 9:50,10/2/2018 10:48,58.17,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0005,10/2/2018 10:00,10/2/2018 10:57,57.18,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0006,10/2/2018 10:01,10/2/2018 11:04,63.08,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0007,10/2/2018 9:56,10/2/2018 11:08,71.5,HP Compaq Elite 8300 Ultra-Slim Desktop,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0008,10/2/2018 9:47,10/2/2018 11:13,85.8,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0009,10/2/2018 10:23,10/2/2018 11:21,57.75,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0010,10/2/2018 10:51,10/2/2018 11:39,48.28,VMware Virtual Platform,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0011,10/2/2018 11:01,10/2/2018 11:41,39.72,HP EliteDesk 800 G2 DM 35W,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0012,10/2/2018 10:54,10/2/2018 11:49,54.63,HP Pro x2 612 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0013,10/2/2018 10:21,10/2/2018 11:49,88.02,HP ProDesk 400 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0014,10/2/2018 9:59,10/2/2018 11:57,117.65,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0015,10/2/2018 10:55,10/2/2018 11:57,62.13,HP Pro x2 612 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0016,10/2/2018 10:56,10/2/2018 12:01,64.45,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0017,10/2/2018 10:51,10/2/2018 12:01,70,HP Pro x2 612 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0018,10/2/2018 10:00,10/2/2018 12:04,124.35,HP Elite x2 1012 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,Run Invoke-MbamClientDeployment Script. ,FALSE,FALSE,FALSE
PC0019,10/2/2018 11:12,10/2/2018 12:06,54.63,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0020,10/2/2018 11:13,10/2/2018 12:08,55.23,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0021,10/2/2018 11:15,10/2/2018 12:09,54,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0022,10/2/2018 11:15,10/2/2018 12:12,57.78,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0023,10/2/2018 11:03,10/2/2018 12:13,69.85,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0024,10/2/2018 11:46,10/2/2018 12:23,37.2,Surface Pro 4,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0025,10/2/2018 10:13,10/2/2018 12:44,150.08,HP Compaq Pro 6300 MT,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0026,10/2/2018 11:43,10/2/2018 12:47,64.55,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0027,10/2/2018 11:43,10/2/2018 12:47,63.97,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0028,10/2/2018 11:23,10/2/2018 12:48,85.32,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0029,10/2/2018 11:34,10/2/2018 12:50,76.23,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0030,10/2/2018 11:47,10/2/2018 12:52,64.18,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0031,10/2/2018 11:23,10/2/2018 12:55,91.92,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,TRUE,TRUE
PC0032,10/2/2018 10:55,10/2/2018 13:12,136.2,HP EliteBook 840 G1,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0033,10/2/2018 11:51,10/2/2018 13:19,88.2,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0034,10/2/2018 11:45,10/2/2018 13:25,99.63,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0035,10/2/2018 11:46,10/2/2018 13:26,99.58,HP EliteBook Revolve 810 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0036,10/2/2018 12:14,10/2/2018 13:32,78,HP ProDesk 600 G2 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0037,10/2/2018 11:46,10/2/2018 13:33,106.73,HP EliteBook Revolve 810 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0038,10/2/2018 12:27,10/2/2018 13:35,67.65,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0039,10/2/2018 12:44,10/2/2018 13:41,56.8,HP Pro x2 612 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0040,10/2/2018 12:31,10/2/2018 13:42,70.95,HP EliteBook 840 G1,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0041,10/2/2018 11:46,10/2/2018 13:45,119.02,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0042,10/2/2018 13:19,10/2/2018 13:46,27.17,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,Apply the Windows 10 64bit Image. ,FALSE,FALSE,FALSE
PC0043,10/2/2018 12:41,10/2/2018 13:53,71.43,VMware Virtual Platform,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0044,10/2/2018 13:13,10/2/2018 13:58,45.13,HP EliteDesk 800 G3 DM 35W,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0045,10/2/2018 13:00,10/2/2018 14:01,61.63,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0046,10/2/2018 13:05,10/2/2018 14:16,70.58,HP Compaq Pro 6300 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0047,10/2/2018 11:24,10/2/2018 14:30,186.48,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0048,10/2/2018 13:44,10/2/2018 14:30,46.7,VMware Virtual Platform,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0049,10/2/2018 13:44,10/2/2018 14:31,47.82,VMware Virtual Platform,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0050,10/2/2018 11:57,10/2/2018 14:54,176.43,HP Elite x2 1012 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0051,10/2/2018 13:57,10/2/2018 15:03,66.08,HP EliteBook 840 G1,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0052,10/2/2018 14:05,10/2/2018 15:05,59.6,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0053,10/2/2018 14:29,10/2/2018 15:17,47.85,HP Z240 Tower Workstation,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0054,10/2/2018 13:57,10/2/2018 15:19,82.42,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0055,10/2/2018 14:36,10/2/2018 15:19,42.93,Surface Pro 4,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0056,10/2/2018 14:29,10/2/2018 15:36,66.68,HP ProDesk 600 G2 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0057,10/2/2018 14:33,10/2/2018 15:47,74.18,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0058,10/2/2018 14:57,10/2/2018 15:54,57.2,HP Compaq Pro 6300 MT,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0059,10/2/2018 15:13,10/2/2018 16:05,52.47,HP ProDesk 400 G3 DM,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0060,10/2/2018 15:01,10/2/2018 16:09,68.2,HP EliteBook 840 G1,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0061,10/2/2018 14:54,10/2/2018 16:19,84.67,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0062,10/2/2018 15:15,10/2/2018 16:25,70,HP ProBook 440 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0063,10/2/2018 15:17,10/2/2018 16:28,70.9,HP ProBook 440 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0064,10/2/2018 15:17,10/2/2018 16:31,73.5,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0065,10/2/2018 15:26,10/2/2018 16:34,68.17,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0066,10/2/2018 15:32,10/2/2018 16:34,62.2,HP ProDesk 400 G3 DM,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0067,10/2/2018 14:40,10/2/2018 16:41,120.43,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0068,10/2/2018 15:42,10/2/2018 16:50,67.85,HP ProDesk 400 G3 DM,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0069,10/2/2018 16:24,10/2/2018 17:27,62.38,HP Compaq Pro 6300 MT,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0070,10/2/2018 16:52,10/2/2018 18:16,83.65,HP ProDesk 600 G2 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,TRUE,FALSE,FALSE
PC0071,10/2/2018 15:52,10/2/2018 18:27,155,HP ProDesk 400 G3 DM,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0072,10/2/2018 17:22,10/2/2018 18:40,78.7,HP Pro x2 612 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0073,10/2/2018 18:42,10/2/2018 19:56,73.72,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0074,10/2/2018 23:28,10/3/2018 0:25,56.93,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0075,10/3/2018 4:48,10/3/2018 6:24,96.22,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0076,10/3/2018 5:33,10/3/2018 6:49,75.83,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0077,10/3/2018 5:29,10/3/2018 6:51,82.7,HP EliteBook Folio 1040 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0078,10/3/2018 5:37,10/3/2018 6:51,74.92,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0079,10/2/2018 15:56,10/3/2018 7:36,940.75,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0080,10/3/2018 7:15,10/3/2018 8:14,59.03,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0081,10/3/2018 7:55,10/3/2018 9:16,80.37,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0082,10/3/2018 8:10,10/3/2018 9:37,86.75,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0083,10/3/2018 8:49,10/3/2018 9:41,51.82,HP Compaq Pro 6300 Small Form Factor,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0084,10/3/2018 9:00,10/3/2018 9:46,45.3,HP Pro x2 612 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,Retry if the Initial Domain Join Failed. ,FALSE,FALSE,FALSE
PC0085,10/3/2018 8:55,10/3/2018 9:57,61.42,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0086,10/3/2018 8:57,10/3/2018 10:07,69.5,HP EliteBook Folio 1040 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0087,10/3/2018 9:08,10/3/2018 10:22,74.75,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0088,10/3/2018 9:21,10/3/2018 10:36,74.68,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0089,10/3/2018 10:12,10/3/2018 18:48,515.68,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,Downloading Driver Package. ,FALSE,FALSE,TRUE
PC0090,10/3/2018 9:20,10/3/2018 10:50,90,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0091,10/3/2018 9:59,10/3/2018 10:56,57.2,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0092,10/3/2018 8:57,10/3/2018 11:02,124.63,HP ProDesk 400 G4 SFF ,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0093,10/3/2018 9:29,10/3/2018 11:03,93.8,HP ZBook Studio G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0094,10/3/2018 9:29,10/3/2018 11:08,99.05,HP ZBook Studio G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0095,10/3/2018 10:00,10/3/2018 11:17,77.57,HP Pro x2 612 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0096,10/3/2018 10:00,10/3/2018 11:19,79.07,HP Pro x2 612 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0097,10/3/2018 9:58,10/3/2018 11:25,86.42,HP EliteBook Folio 1040 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0098,10/3/2018 9:59,10/3/2018 11:29,90.1,HP EliteBook Folio 1040 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0099,10/3/2018 10:34,10/3/2018 11:35,61.48,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0100,10/3/2018 10:23,10/3/2018 11:37,74.07,HP Z240 Tower Workstation,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0101,10/3/2018 10:40,10/3/2018 11:40,60.65,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0102,10/3/2018 9:34,10/3/2018 11:42,127.45,HP Compaq Pro 6300 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0103,10/3/2018 11:35,10/3/2018 11:46,11.07,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,CorePE Menu Options. ,FALSE,,
PC0104,10/3/2018 10:58,10/3/2018 11:53,55.03,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0105,10/3/2018 10:52,10/3/2018 11:56,64.85,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0106,10/3/2018 11:13,10/3/2018 12:13,59.55,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0107,10/3/2018 9:52,10/3/2018 12:17,144.98,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0108,10/3/2018 11:13,10/3/2018 12:25,71.72,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0109,10/3/2018 11:38,10/3/2018 12:30,51.47,HP ProDesk 400 G3 DM,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0110,10/3/2018 11:59,10/3/2018 12:37,37.25,Surface Pro 4,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0111,10/3/2018 11:48,10/3/2018 12:41,53.45,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0112,10/3/2018 11:48,10/3/2018 12:43,55.28,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0113,10/3/2018 11:52,10/3/2018 12:45,52.95,HP ProDesk 400 G3 DM,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0114,10/3/2018 12:22,10/3/2018 12:46,24.12,HP Compaq Pro 6300 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,Execute USMT PreScan Script (Full System). ,FALSE,TRUE,TRUE
PC0115,10/3/2018 10:49,10/3/2018 12:47,117.78,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0116,10/3/2018 12:01,10/3/2018 12:49,47.62,VMware Virtual Platform,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0117,10/3/2018 12:16,10/3/2018 20:57,520.95,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,Downloading Driver Package. ,FALSE,FALSE,TRUE
PC0118,10/3/2018 12:08,10/3/2018 13:02,54.6,HP ProDesk 400 G3 DM,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0119,10/3/2018 12:05,10/3/2018 13:14,69.58,HP ProBook 440 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0120,10/3/2018 12:11,10/3/2018 13:20,68.62,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0121,10/3/2018 11:59,10/3/2018 13:22,82.57,HP ZBook Studio G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0122,10/3/2018 11:59,10/3/2018 13:22,83.07,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0123,10/3/2018 13:07,10/3/2018 13:25,17.33,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,CorePE Authentication. ,FALSE,,
